Latitude,Municipality,Location,Longitude,Count
48.42746,VICTORIA,PANDORA AVE & QUADRA ST,-123.358982,3.0
48.428059,VICTORIA,MASON ST & QUADRA ST,-123.358968,2.0
48.428514,VICTORIA,CORMORANT ST & QUADRA ST,-123.358915,1.0
48.438466,VICTORIA,QUADRA ST # 002600 TO 002699,-123.358906,1.0
48.449304,SAANICH,JACKSON ST & TOLMIE AVE,-123.358888,1.0
48.449304,VICTORIA,JACKSON ST & TOLMIE AVE,-123.358888,1.0
48.429011,VICTORIA,BALMORAL RD & FISGARD ST & QUADRA ST,-123.358854,2.0
48.417188,VICTORIA,HUMBOLDT ST & VANCOUVER ST,-123.358674,1.0
48.437498,VICTORIA,KINGS RD & QUADRA ST,-123.358633,5.0
48.430782,VICTORIA,CALEDONIA AVE & QUADRA ST,-123.358624,2.0
48.431916,VICTORIA,QUADRA ST # 001950 TO 002099,-123.358474,1.0
48.433093,VICTORIA,PRINCESS AVE & QUADRA ST,-123.358311,1.0
48.44665,VICTORIA,FINLAYSON ST & JACKSON ST,-123.358121,1.0
48.4353,VICTORIA,BAY ST & QUADRA ST,-123.358006,6.0
48.407874,VICTORIA,COOK ST & DALLAS RD & LOVERS LANE,-123.357899,5.0
48.439605,VICTORIA,FIFTH ST & HILLSIDE AVE,-123.357846,1.0
48.420637,VICTORIA,MCCLURE ST & VANCOUVER ST,-123.357686,2.0
48.421522,VICTORIA,BURDETT AVE & VANCOUVER ST,-123.357476,1.0
48.442832,VICTORIA,GRAHAM ST & TOPAZ AVE,-123.357383,2.0
48.470936,SAANICH,CEDAR HILL CROSS RD & MCKENZIE AVE,-123.357358,2.0
48.422348,VICTORIA,ROCKLAND AVE & VANCOUVER ST,-123.357259,1.0
48.439689,VICTORIA,HILLSIDE AVE # 001030 TO 001099,-123.357182,1.0
48.507216,SAANICH,CORDOVA BAY RD & TIMBER LANE,-123.357016,1.0
48.413794,VICTORIA,COOK ST & OLIPHANT AVE,-123.356846,1.0
48.424509,VICTORIA,VANCOUVER ST & VIEW ST,-123.35674,6.0
48.414079,VICTORIA,COOK ST & OXFORD ST,-123.356722,3.0
48.45402,SAANICH,CAMROSE CRES & COOK ST,-123.356622,1.0
48.425366,VICTORIA,VANCOUVER ST & YATES ST,-123.356541,10.0
48.439773,VICTORIA,GRAHAM ST & HILLSIDE AVE,-123.356518,2.0
48.414576,VICTORIA,COOK ST & SUTLEJ ST,-123.35649,1.0
48.427128,VICTORIA,PANDORA AVE # 000977 TO 000999,-123.356458,1.0
48.426269,VICTORIA,JOHNSON ST & VANCOUVER ST,-123.356311,2.0
48.427203,VICTORIA,PANDORA AVE & VANCOUVER ST,-123.356146,8.0
48.428839,VICTORIA,BALMORAL RD & VANCOUVER ST,-123.355985,3.0
48.415906,VICTORIA,COOK ST & OSCAR ST,-123.355903,1.0
48.429721,VICTORIA,NORTH PARK ST & VANCOUVER ST,-123.35587,2.0
48.435172,VICTORIA,BAY ST & VANCOUVER ST,-123.3558,1.0
48.416319,VICTORIA,COOK ST & SOUTHGATE ST,-123.355785,4.0
48.430621,VICTORIA,CALEDONIA AVE & VANCOUVER ST,-123.355741,1.0
48.432925,VICTORIA,PRINCESS AVE & VANCOUVER ST,-123.355451,1.0
48.418012,VICTORIA,COOK ST & FAIRFIELD RD,-123.35536,2.0
48.433745,VICTORIA,QUEENS AVE & VANCOUVER ST,-123.355317,2.0
48.424353,VICTORIA,VIEW ST # 001000 TO 001099,-123.3553,1.0
48.43995,VICTORIA,HILLSIDE AVE & PRIOR ST,-123.355161,1.0
48.414881,VICTORIA,MCKENZIE ST # 001100 TO 001149,-123.355117,1.0
48.419636,VICTORIA,COOK ST & RICHARDSON ST,-123.354966,5.0
48.482447,SAANICH,BLENKINSOP RD # 004226 TO 004231,-123.354584,1.0
48.435099,VICTORIA,BAY ST & GRAHAM ST,-123.35457,2.0
48.422098,VICTORIA,COOK ST & ROCKLAND AVE,-123.354369,1.0
48.413798,VICTORIA,CHESTER AVE & OXFORD ST,-123.354206,1.0
48.422915,VICTORIA,COOK ST & MEARES ST,-123.354171,1.0
48.423403,VICTORIA,COOK ST & FORT ST,-123.354054,3.0
48.424197,VICTORIA,COOK ST & VIEW ST,-123.353861,4.0
48.42507,VICTORIA,COOK ST & YATES ST,-123.35365,3.0
48.427148,VICTORIA,COOK ST & PANDORA AVE,-123.353273,7.0
48.427819,VICTORIA,COOK ST & MASON ST & OPAL ST,-123.353194,2.0
48.428561,VICTORIA,BALMORAL RD & COOK ST,-123.353101,1.0
48.451551,SAANICH,COOK ST & OAKMOUNT RD,-123.353042,1.0
48.429075,VICTORIA,COOK ST & GRANT ST,-123.353035,1.0
48.429545,VICTORIA,COOK ST & NORTH PARK ST,-123.352968,1.0
48.430475,VICTORIA,CALEDONIA AVE & COOK ST,-123.352858,3.0
48.414122,VICTORIA,LINDEN AVE # 000300 TO 000339,-123.352836,1.0
48.43192,VICTORIA,COOK ST & PEMBROKE ST,-123.352669,1.0
48.476962,SAANICH,BLENKINSOP RD & MOUNT DOUGLAS CROSS RD,-123.352668,2.0
48.433592,VICTORIA,COOK ST & QUEENS AVE,-123.352467,1.0
48.434988,VICTORIA,BAY ST & COOK ST,-123.352295,4.0
48.437695,VICTORIA,COOK ST # 002571 TO 002621,-123.351948,1.0
48.471785,SAANICH,MCKENZIE AVE # 001271 TO 001299,-123.351881,1.0
48.440379,VICTORIA,COOK ST & HILLSIDE AVE,-123.351746,2.0
48.467846,SAANICH,CEDAR HILL CROSS RD & REYNOLDS RD,-123.35172,1.0
48.419272,VICTORIA,LINDEN AVE & RICHARDSON ST,-123.351546,1.0
48.471918,SAANICH,BLENKINSOP RD & MCKENZIE AVE,-123.351156,11.0
48.406035,VICTORIA,DALLAS RD & MOSS ST,-123.351082,1.0
48.421469,VICTORIA,LINDEN AVE & ROCKLAND AVE,-123.350989,2.0
48.434903,VICTORIA,BAY ST & EMPIRE ST,-123.350984,1.0
48.450224,SAANICH,COOK ST & MAPLEWOOD RD & TOLMIE AVE & TURNING LANE,-123.350893,1.0
48.450224,VICTORIA,COOK ST & MAPLEWOOD RD & TOLMIE AVE & TURNING LANE,-123.350893,1.0
48.436349,VICTORIA,EMPIRE ST & HAULTAIN ST,-123.350822,1.0
48.423035,VICTORIA,FORT ST & LINDEN AVE,-123.35062,1.0
48.426427,VICTORIA,CHAMBERS ST & PANDORA AVE & RUDLIN ST,-123.350534,1.0
48.453079,SAANICH,MAPLEWOOD RD & OAKMOUNT RD,-123.35052,1.0
48.464838,SAANICH,BLENKINSOP RD & UNION RD,-123.350126,1.0
49.38002,BOWEN ISLAND,ARTISAN LANE & GRAFTON RD,-123.349983,1.0
48.447706,VICTORIA,COOK ST & FINLAYSON ST,-123.349767,6.0
48.442196,VICTORIA,COOK ST & HIGGINS ST & VISTA HTS,-123.349692,1.0
48.432604,VICTORIA,CHAMBERS ST & PRINCESS AVE,-123.349608,1.0
48.446941,VICTORIA,COOK ST & LANG ST,-123.349571,1.0
48.415256,VICTORIA,FAIRFIELD RD & MOSS ST,-123.348803,2.0
48.443204,VICTORIA,COOK ST & KIWANIS WAY,-123.348568,1.0
48.418897,VICTORIA,MOSS ST & RICHARDSON ST,-123.347904,2.0
48.443728,VICTORIA,CEDAR HILL RD & HIPWOOD LANE & KIWANIS WAY,-123.347796,1.0
48.434659,VICTORIA,BAY ST & CEDAR HILL RD,-123.34765,1.0
48.431558,VICTORIA,PEMBROKE ST & SPRING RD,-123.347579,1.0
48.424575,VICTORIA,CAMOSUN ST & YATES ST,-123.347469,1.0
48.477662,SAANICH,BRAEFOOT RD & MOUNT DOUGLAS CROSS RD,-123.347216,3.0
48.47743,SAANICH,BRAEFOOT RD # 004090 TO 004098,-123.347014,1.0
48.436235,VICTORIA,CEDAR HILL RD & HAULTAIN ST,-123.346901,2.0
48.471924,SAANICH,BRAEFOOT RD & MCKENZIE AVE,-123.346856,1.0
48.408281,VICTORIA,DALLAS RD & EBERTS ST,-123.345744,1.0
48.424507,VICTORIA,FERNWOOD RD & YATES ST,-123.34555,2.0
48.425447,VICTORIA,FERNWOOD RD & JOHNSON ST,-123.345455,1.0
48.42611,VICTORIA,FERNWOOD RD & RUDLIN ST,-123.345398,1.0
48.426835,VICTORIA,FERNWOOD RD & PANDORA AVE,-123.345348,1.0
48.42866,VICTORIA,FERNWOOD RD & GRANT ST,-123.345292,1.0
48.434507,VICTORIA,BAY ST & FERNWOOD RD,-123.344991,4.0
48.436217,VICTORIA,FERNWOOD RD & HAULTAIN ST,-123.344919,2.0
48.423841,VICTORIA,FORT ST & JOAN CRES,-123.344877,1.0
48.465106,SAANICH,BRAEFOOT RD & CEDAR HILL CROSS RD & EPSOM DR,-123.34449,2.0
48.441294,VICTORIA,CEDAR HILL RD & HILLSIDE AVE,-123.344256,1.0
48.448343,SAANICH,CEDAR HILL GOLF COURSE TRAIL & CEDAR HILL RD & FINLAYSON ST & NORTH DAIRY RD,-123.343944,11.0
48.448343,VICTORIA,CEDAR HILL GOLF COURSE TRAIL & CEDAR HILL RD & FINLAYSON ST & NORTH DAIRY RD,-123.343944,11.0
48.474086,SAANICH,ERIC RD & MALTON AVE,-123.34384,1.0
48.426783,VICTORIA,BEGBIE ST & HARRISON ST & PANDORA AVE,-123.343687,2.0
48.432772,VICTORIA,DENMAN ST & OREGON AVE,-123.34303,1.0
48.441897,VICTORIA,HAMILTON RD & HILLSIDE AVE,-123.342788,1.0
48.45,SAANICH,CEDAR HILL RD # 003220 TO 003249,-123.342305,1.0
48.430402,VICTORIA,GLADSTONE AVE & STANLEY AVE,-123.342181,2.0
48.424753,VICTORIA,FORT ST & PEMBERTON RD,-123.342089,1.0
48.462802,SAANICH,JENNIFER RD # 003770 TO 003849,-123.34173,1.0
48.448276,SAANICH,DONCASTER DR & NORTH DAIRY RD,-123.341636,3.0
48.448276,VICTORIA,DONCASTER DR & NORTH DAIRY RD,-123.341636,3.0
48.416319,VICTORIA,ARNOLD AVE & RICHARDSON ST,-123.341099,1.0
48.434301,VICTORIA,ASQUITH ST & BAY ST,-123.340997,1.0
48.438142,VICTORIA,ASQUITH ST & KINGS RD,-123.340862,1.0
48.425398,VICTORIA,FORT ST & STADACONA AVE,-123.339957,1.0
48.436148,VICTORIA,BELMONT AVE & HAULTAIN ST,-123.33976,1.0
48.455183,SAANICH,CEDAR HILL RD & DERBY RD,-123.339583,1.0
48.442359,VICTORIA,BELMONT AVE & MYRTLE AVE,-123.339255,1.0
48.45841,SAANICH,CEDAR HILL RD & PEAR ST,-123.338709,1.0
48.419957,VICTORIA,ROCKLAND AVE & ST CHARLES ST,-123.338637,1.0
48.440058,VICTORIA,FORBES ST & RYAN ST,-123.338426,1.0
48.443696,VICTORIA,DONCASTER DR & HILLSIDE AVE,-123.338235,2.0
48.426551,VICTORIA,BELMONT AVE & PANDORA AVE,-123.338147,1.0
48.426082,VICTORIA,BELMONT AVE & FORT ST,-123.338043,1.0
48.414476,VICTORIA,BROOKE ST & ST CHARLES ST,-123.337304,1.0
48.491723,SAANICH,CEDAR HILL RD # 004456 TO 004517,-123.337237,1.0
48.426507,VICTORIA,FORT ST & OAK BAY AVE & PANDORA AVE & VERRINDER AVE,-123.337018,7.0
48.462666,SAANICH,CEDAR HILL CROSS RD & CEDAR HILL RD,-123.336984,5.0
48.464153,SAANICH,CEDAR HILL RD & EARLSTON AVE,-123.336405,1.0
48.410062,VICTORIA,DALLAS RD & HOLLYWOOD CRES & ST CHARLES ST,-123.336307,1.0
48.46547,SAANICH,CEDAR HILL RD & GREGORY PL,-123.336135,3.0
48.427211,VICTORIA,FORT ST # 001600 TO 001679,-123.335615,1.0
48.448166,SAANICH,HILLSIDE SHOPPING CTR & NORTH DAIRY RD & WORDSWORTH ST,-123.335588,1.0
48.448166,VICTORIA,HILLSIDE SHOPPING CTR & NORTH DAIRY RD & WORDSWORTH ST,-123.335588,1.0
48.467771,SAANICH,CEDAR HILL RD & GARNET RD,-123.335532,1.0
48.49489,SAANICH,ASH RD & CEDAR HILL RD & CORDOVA BAY RD,-123.335455,1.0
48.468644,SAANICH,CEDAR HILL RD & MCKENZIE AVE,-123.335332,9.0
48.461976,SAANICH,CEDAR HILL CROSS RD & OPHIR ST,-123.334993,3.0
48.438039,VICTORIA,KINGS RD & SCOTT ST,-123.33494,1.0
48.440012,VICTORIA,RYAN ST & SCOTT ST,-123.334883,1.0
48.443737,VICTORIA,MYRTLE AVE & SCOTT ST,-123.334752,1.0
48.444416,VICTORIA,SCOTT ST # 003000 TO 003099,-123.334729,1.0
48.445096,VICTORIA,HILLSIDE AVE & HILLSIDE SHOPPING CTR & SCOTT ST,-123.334707,1.0
48.416725,VICTORIA,RICHARDSON ST # 001600 TO 001699,-123.334444,1.0
48.478195,SAANICH,BURNLEY PL & SHELBOURNE ST,-123.334242,1.0
48.427943,VICTORIA,FORT ST & MORRISON ST,-123.334237,2.0
48.433941,VICTORIA,BAY ST & SHELBOURNE ST,-123.333771,1.0
48.434627,VICTORIA,SHELBOURNE ST # 002500 TO 002563,-123.333735,1.0
48.436049,VICTORIA,HAULTAIN ST & SHELBOURNE ST,-123.333662,2.0
48.428232,VICTORIA,FERN ST & FORT ST,-123.333476,1.0
48.441991,VICTORIA,PEARL ST & SHELBOURNE ST,-123.333431,3.0
48.477105,SAANICH,SHELBOURNE ST & TORQUAY DR,-123.333365,2.0
48.445684,VICTORIA,HILLSIDE AVE & SHELBOURNE ST,-123.333295,9.0
48.448149,SAANICH,NORTH DAIRY RD & SHELBOURNE ST,-123.333189,2.0
48.448149,VICTORIA,NORTH DAIRY RD & SHELBOURNE ST,-123.333189,2.0
48.458486,SAANICH,PEAR ST & SHELBOURNE ST,-123.332973,1.0
48.461268,SAANICH,CEDAR HILL CROSS RD & SHELBOURNE ST,-123.332958,4.0
48.428402,VICTORIA,BELCHER AVE & FORT ST & LEIGHTON RD,-123.332951,7.0
48.464992,SAANICH,MORTIMER ST & SHELBOURNE ST,-123.332822,1.0
48.476017,SAANICH,FELTHAM RD & SHELBOURNE ST,-123.332814,2.0
48.468632,SAANICH,MCKENZIE AVE & SHELBOURNE ST,-123.332734,19.0
48.472922,SAANICH,BLAIR AVE & SHELBOURNE ST,-123.332611,1.0
48.426463,VICTORIA,OAK BAY AVE & ROCKLAND AVE,-123.33235,1.0
48.428951,VICTORIA,FORT ST # 001720 TO 001769,-123.331569,1.0
48.41759,VICTORIA,RICHARDSON ST & RICHMOND AVE,-123.331496,1.0
48.48408,SAANICH,COLUMBIA DR & PRAIRIE ST,-123.331313,1.0
48.435963,VICTORIA,HAULTAIN ST # 001700 TO 001799,-123.331185,1.0
48.416664,VICTORIA,CHANDLER AVE & RICHMOND AVE,-123.331062,1.0
48.476021,SAANICH,FELTHAM RD # 001700 TO 001739,-123.330597,1.0
48.426439,VICTORIA,OAK BAY AVE & RICHMOND AVE,-123.330228,2.0
48.429558,VICTORIA,FORT ST & RICHMOND AVE & RICHMOND RD,-123.330162,8.0
48.485414,SAANICH,SAN JUAN AVE # 001632 TO 001649,-123.329869,1.0
48.426443,VICTORIA,OAK BAY AVE # 001800 TO 001818,-123.32973,1.0
48.431573,VICTORIA,CORONATION AVE & RICHMOND RD & EMERGENCY LANE,-123.32959,1.0
48.433644,SAANICH,BAY ST & RICHMOND RD,-123.329192,2.0
48.433644,VICTORIA,BAY ST & RICHMOND RD,-123.329192,2.0
48.460385,SAANICH,CEDAR HILL CROSS RD & PALO ALTO ST & POPLAR AVE,-123.32911,3.0
48.426448,VICTORIA,BANK ST & OAK BAY AVE,-123.329056,1.0
48.446153,SAANICH,LANSDOWNE RD # 001700 TO 001739,-123.328941,1.0
48.430099,VICTORIA,BANK ST & FORT ST,-123.328918,1.0
48.435198,SAANICH,ADANAC ST & RICHMOND RD,-123.328856,2.0
48.435198,VICTORIA,ADANAC ST & RICHMOND RD,-123.328856,2.0
48.435929,SAANICH,HAULTAIN ST & RICHMOND RD,-123.328703,2.0
48.435929,VICTORIA,HAULTAIN ST & RICHMOND RD,-123.328703,2.0
48.437844,SAANICH,KINGS RD & RICHMOND RD,-123.328309,1.0
48.437844,VICTORIA,KINGS RD & RICHMOND RD,-123.328309,1.0
48.431233,VICTORIA,DAVIE ST & FORT ST,-123.326762,1.0
48.468606,SAANICH,MCKENZIE AVE # 001700 TO 001799,-123.326643,1.0
48.446149,SAANICH,LANSDOWNE RD & RICHMOND RD,-123.326528,2.0
48.426446,VICTORIA,DAVIE ST & OAK BAY AVE,-123.326034,1.0
48.491639,SAANICH,ASH RD & DUART RD,-123.325768,2.0
48.431497,VICTORIA,FORT ST & LEE AVE,-123.325674,2.0
48.449907,SAANICH,ERNEST AVE & RICHMOND RD,-123.325483,1.0
48.448723,SAANICH,ARGYLE AVE & RICHMOND RD,-123.325469,1.0
48.473232,SAANICH,LARCHWOOD DR & LAVAL AVE,-123.325148,3.0
48.437741,SAANICH,DEAN AVE & KINGS RD,-123.324912,1.0
48.440343,SAANICH,DEAN AVE & TOWNLEY ST,-123.324759,1.0
48.442862,SAANICH,DEAN AVE & TAYLOR ST,-123.324619,1.0
48.443703,SAANICH,DEAN AVE & FORRESTER ST,-123.32459,1.0
48.463567,SAANICH,ANSELL RD & MIDGARD AVE,-123.323906,2.0
48.426444,VICTORIA,AMPHION ST & OAK BAY AVE,-123.323632,1.0
48.410642,OAK BAY,CRESCENT RD & KING GEORGE TERR,-123.323589,1.0
48.468604,SAANICH,FLEET ST & MCKENZIE AVE,-123.323009,2.0
48.480907,SAANICH,KENMORE RD & TYNDALL AVE,-123.322944,1.0
48.426444,OAK BAY,FOUL BAY RD & OAK BAY AVE,-123.322724,6.0
48.426444,VICTORIA,FOUL BAY RD & OAK BAY AVE,-123.322724,6.0
48.428416,OAK BAY,FOUL BAY RD & LEIGHTON RD,-123.32264,1.0
48.428416,VICTORIA,FOUL BAY RD & LEIGHTON RD,-123.32264,1.0
48.415325,OAK BAY,BEACH DR # 000000 TO 000049,-123.322418,1.0
48.432172,OAK BAY,CADBORO BAY RD & FORT ST & FOUL BAY RD,-123.322417,8.0
48.432172,VICTORIA,CADBORO BAY RD & FORT ST & FOUL BAY RD,-123.322417,8.0
48.436752,OAK BAY,CARRICK ST & FOUL BAY RD,-123.322209,2.0
48.436752,SAANICH,CARRICK ST & FOUL BAY RD,-123.322209,2.0
48.437696,OAK BAY,FOUL BAY RD & KINGS RD,-123.322165,1.0
48.437696,SAANICH,FOUL BAY RD & KINGS RD,-123.322165,1.0
48.438542,OAK BAY,FOUL BAY RD & NEWTON ST,-123.322117,1.0
48.438542,SAANICH,FOUL BAY RD & NEWTON ST,-123.322117,1.0
48.441116,OAK BAY,ALLENBY ST & FOUL BAY RD,-123.321988,1.0
48.441116,SAANICH,ALLENBY ST & FOUL BAY RD,-123.321988,1.0
48.441967,OAK BAY,FOUL BAY RD & NEIL ST,-123.321957,2.0
48.441967,SAANICH,FOUL BAY RD & NEIL ST,-123.321957,2.0
48.446103,OAK BAY,FOUL BAY RD & LANSDOWNE RD,-123.321793,1.0
48.446103,SAANICH,FOUL BAY RD & LANSDOWNE RD,-123.321793,1.0
48.430438,OAK BAY,BEE ST & GOLDSMITH ST,-123.321344,1.0
48.432395,OAK BAY,BEE ST & CADBORO BAY RD & FLORENCE ST,-123.32092,1.0
48.463543,OAK BAY,GORDON HEAD RD & MIDGARD AVE,-123.320782,2.0
48.463543,SAANICH,GORDON HEAD RD & MIDGARD AVE,-123.320782,2.0
48.468569,SAANICH,GORDON HEAD RD & MCKENZIE AVE & TURNING LANE,-123.319482,6.0
48.4265,OAK BAY,ELGIN RD & OAK BAY AVE,-123.319336,1.0
48.416613,OAK BAY,CENTRAL AVE & VICTORIA AVE,-123.317976,1.0
48.468577,SAANICH,MCGILL RD & MCKENZIE AVE & TURNING LANE,-123.317592,2.0
48.420229,OAK BAY,MCNEILL AVE & ROSLYN RD,-123.317153,2.0
48.436434,OAK BAY,EASTDOWNE RD & HAULTAIN ST,-123.316843,1.0
48.466177,SAANICH,MCGILL RD & WEST CAMPUS WAY,-123.316432,1.0
48.470251,SAANICH,MARIA RD & MCCOY RD,-123.316397,1.0
48.426496,OAK BAY,HAMPSHIRE RD & OAK BAY AVE,-123.315884,2.0
48.472154,SAANICH,GORDON HEAD RD & LAVAL AVE,-123.315786,2.0
48.458728,OAK BAY,CEDAR HILL CROSS RD & HENDERSON RD & UNIVERSITY DR & TURNING LANE,-123.315492,2.0
48.426957,OAK BAY,HAMPSHIRE RD & THEATRE LANE,-123.315453,1.0
48.455115,OAK BAY,AVONDALE RD & HENDERSON RD,-123.314282,1.0
48.438166,OAK BAY,CADBORO BAY RD & ESTEVAN AVE,-123.312772,1.0
48.442279,OAK BAY,CADBORO BAY RD # 002800 TO 002999,-123.312332,1.0
48.465848,SAANICH,GABRIOLA RD & RING RD,-123.312234,1.0
48.46896,SAANICH,MCKENZIE AVE & PHOENIX RD & VIKES WAY,-123.311905,2.0
48.486122,SAANICH,GRANDVIEW DR & GREENTREE TERR,-123.311134,1.0
48.426318,OAK BAY,NEWPORT AVE & OAK BAY AVE & ST DAVID ST,-123.310473,1.0
48.437779,OAK BAY,ESTEVAN AVE & HAMIOTA ST & MUSGRAVE ST & THOMPSON AVE,-123.308359,1.0
48.479116,SAANICH,GORDON HEAD RD & SAN JUAN AVE,-123.30773,1.0
48.467008,SAANICH,FINNERTY RD & MCKENZIE AVE & SINCLAIR RD,-123.307635,1.0
48.42589,OAK BAY,BEACH DR & BERESFORD ST,-123.307479,1.0
48.479472,SAANICH,ARBUTUS RD & GORDON HEAD RD,-123.307333,3.0
48.424797,OAK BAY,BEACH DR # 001400 TO 001482,-123.30695,1.0
48.431988,OAK BAY,BEACH DR & BOWKER AVE,-123.306855,1.0
48.468261,SAANICH,FINNERTY RD & LAM CIR,-123.306087,1.0
48.424131,OAK BAY,BEACH DR & GOODWIN ST & WINDSOR RD,-123.305602,1.0
48.469228,SAANICH,EDGELOW ST & FINNERTY RD,-123.304951,1.0
48.454887,OAK BAY,CEDAR HILL CROSS RD & CRESTVIEW RD,-123.30402,1.0
48.436173,OAK BAY,BEACH DR & ESTEVAN AVE,-123.303731,2.0
48.453857,OAK BAY,CADBORO BAY RD & CEDAR HILL CROSS RD & UPPER TERRACE RD,-123.302632,1.0
48.438517,OAK BAY,BEACH DR # 002700 TO 002789,-123.301889,1.0
48.438967,OAK BAY,BEACH DR & DORSET RD,-123.301083,1.0
48.420644,OAK BAY,BEACH DR & MARGATE AVE,-123.300155,1.0
48.461886,SAANICH,HOBBS ST & SINCLAIR RD,-123.299192,1.0
48.450964,OAK BAY,BEACH DR & RIPON RD,-123.298027,1.0
48.461001,SAANICH,CADBORO BAY RD & SINCLAIR RD,-123.297602,1.0
48.461509,SAANICH,CADBORO BAY RD & PENRHYN ST,-123.296643,1.0
48.465733,SAANICH,ARBUTUS RD & HOBBS ST & QUEENSWOOD DR,-123.294185,1.0
49.36703,WEST VANCOUVER,MARINE DR # 006256 TO 006399,-123.276709,1.0
49.369824,WEST VANCOUVER,GLENEAGLES ELEMENTARY SCHOOL ACCESS & KEITH RD & MARINE DR,-123.276243,1.0
49.361071,WEST VANCOUVER,EAGLERIDGE DR & EAGLERIDGE DR OFFRAMP & EAGLERIDGE DR ONRAMP & HORSESHOE BAY DR & HORSESHOE BAY DR OFFRAMP & HORSESHOE BAY DR ONRAMP & HWY 99 & KEITH RD OFFRAMP & PASCO RD & TRANS-CANADA HWY,-123.273657,1.0
49.358565,WEST VANCOUVER,MARINE DR & PRIMROSE PL,-123.266906,1.0
49.345524,WEST VANCOUVER,MARINE DR # 005200 TO 005270,-123.266049,1.0
49.352179,WEST VANCOUVER,MARINE DR # 005500 TO 005569,-123.2628,2.0
49.352883,WEST VANCOUVER,GALLAGHER PL & MARINE DR & WESTPORT RD,-123.260602,3.0
49.268172,UBC,NW MARINE DR # 006400 TO 006565,-123.259387,1.0
49.26267,UBC,NW MARINE DR & UNIVERSITY BLVD,-123.258494,2.0
49.343958,WEST VANCOUVER,HEADLAND CRT & HEADLAND DR,-123.257916,1.0
48.766443,PENDER ISLAND,CANAL RD # 008800 TO 008803,-123.25645,1.0
49.25971,UBC,AGRONOMY RD & NW MARINE DR,-123.255266,1.0
49.272654,UBC,NW MARINE DR & NEWTON WYND,-123.254228,1.0
49.269718,UBC,CRESCENT RD & EAST MALL & ACCESS ROAD,-123.253879,1.0
49.254327,UBC,SW MARINE DR & STADIUM RD & ACCESS ROAD & PARKING ACCESS ROAD,-123.249951,1.0
49.2771,UBC,ACADIA RD & NW MARINE DR,-123.248661,1.0
49.341053,WEST VANCOUVER,MARINE DR & PICCADILLY SOUTH,-123.248309,3.0
49.251947,UBC,SW MARINE DR & W 16TH AVE & TURNING LANE,-123.246616,1.0
49.260101,UBC,EAST MALL & THUNDERBIRD BLVD,-123.245848,2.0
49.266373,UBC,UNIVERSITY BLVD & WESBROOK MALL,-123.245496,4.0
49.354115,WEST VANCOUVER,WOODBURN RD & WOODGREEN DR,-123.245426,1.0
49.255789,UBC,MAIN MALL & STADIUM RD & ACCESS ROAD,-123.245293,1.0
49.266619,UBC,UNIVERSITY BLVD & WESTERN PKY,-123.244083,1.0
49.266872,UBC,ALLISON RD & UNIVERSITY BLVD,-123.242411,1.0
49.273478,UBC,ACADIA CIR & ACADIA RD & CHANCELLOR BLVD,-123.242131,1.0
49.261611,UBC,THUNDERBIRD BLVD & WESBROOK MALL,-123.241489,1.0
49.340966,WEST VANCOUVER,MARINE DR & STEARMAN AVE,-123.241207,1.0
49.254174,UBC,EAST MALL & ROSS DR & W 16TH AVE,-123.241094,1.0
49.260312,UBC,WESBROOK MALL # 002559 TO 002765,-123.240456,1.0
49.266858,UBC,ACADIA RD & DALHOUSIE RD & KINGS RD & UNIVERSITY BLVD,-123.238987,2.0
49.265933,UBC,ACADIA RD & TORONTO RD,-123.237908,1.0
49.257415,UBC,HAMPTON PL & WESBROOK MALL & ACCESS ROAD,-123.237808,1.0
49.255755,UBC,W 16TH AVE & WESBROOK MALL,-123.236346,6.0
49.254987,UBC,BERTON AVE & WESBROOK MALL,-123.235638,1.0
49.26558,UBC,SHORTCUT RD & UNIVERSITY BLVD,-123.235401,1.0
49.25256,UBC,GRAY AVE & WESBROOK MALL,-123.233783,1.0
49.257333,UBC,BINNING RD & W 16TH AVE,-123.231638,1.0
49.34135,WEST VANCOUVER,MARINE DR & ROSE CRES,-123.226567,1.0
49.2773,VANCOUVER,NW MARINE DR # 004856 TO 004899,-123.223111,1.0
49.276099,VANCOUVER,NW MARINE DR # 004696 TO 004715,-123.215585,2.0
49.258414,UBC,BLANCA ST & W 16TH AVE & TURNING LANE,-123.215391,1.0
49.258414,VANCOUVER,BLANCA ST & W 16TH AVE & TURNING LANE,-123.215391,1.0
49.263927,UBC,BLANCA ST & UNIVERSITY BLVD & W 10TH AVE,-123.215243,4.0
49.263927,VANCOUVER,BLANCA ST & UNIVERSITY BLVD & W 10TH AVE,-123.215243,4.0
49.26911,VANCOUVER,BLANCA ST & W 4TH AVE,-123.214998,2.0
49.259363,VANCOUVER,W 15TH AVE # 004600 TO 004699,-123.213831,1.0
49.274921,VANCOUVER,NW MARINE DR & TOLMIE ST,-123.211733,9.0
49.261107,VANCOUVER,SASAMAT ST & W 13TH AVE,-123.209214,3.0
49.269017,VANCOUVER,SASAMAT ST & W 4TH AVE,-123.208928,1.0
49.274432,VANCOUVER,NW MARINE DR & SASAMAT ST,-123.20873,3.0
49.274645,VANCOUVER,NW MARINE DR # 004400 TO 004499,-123.207233,2.0
49.265527,VANCOUVER,TRIMBLE ST & W 8TH AVE,-123.206006,1.0
49.272937,VANCOUVER,NW MARINE DR & TRIMBLE ST,-123.205724,5.0
